,id,other,date,hashtag,user,tweet
96,0,218,Mon May 25 17:31:21 UTC 2009,exam,jvici0us,['ugh']
97,0,219,Mon May 25 17:31:43 UTC 2009,exam,enriquenieto,"['hate', 'boring', 'unprepared', 'good']"
98,0,220,Mon May 25 17:31:45 UTC 2009,exam,Drummermatt_182,[]
99,0,222,Mon May 25 17:32:11 UTC 2009,exam,filmcriticbeta,"['work', 'sucks']"
100,0,223,Mon May 25 17:34:40 UTC 2009,cheney,lvlocal,[]
101,0,224,Mon May 25 17:34:51 UTC 2009,cheney,QCWofNC,"['bitch', 'dick']"
102,0,225,Mon May 25 17:35:23 UTC 2009,cheney,jepaco,"['dick', 'dishonest', 'torture', 'terror']"
103,0,226,Mon May 25 17:37:56 UTC 2009,republican,ImportantQuotes,['dump']
104,0,227,Mon May 25 17:46:06 UTC 2009,twitter api,fwhamm,['broken']
105,0,228,Mon May 25 17:46:24 UTC 2009,twitter api,jos897,"['hate', 'stupid', 'annoying']"
106,4,233,Wed May 27 00:34:21 UTC 2009,jquery book,jystewart,"['liked', 'worth']"
107,2,234,Wed May 27 00:34:47 UTC 2009,jquery book,cfbloggers,[]
108,4,235,Wed May 27 00:38:56 UTC 2009,goodby silverstein,CaerusMe,['interesting']
109,4,236,Wed May 27 00:39:13 UTC 2009,goodby silverstein,HallandPartners,['great']
110,4,237,Wed May 27 00:39:21 UTC 2009,goodby silverstein,suedecrush,"['enjoy', 'nice']"
111,4,238,Wed May 27 00:41:13 UTC 2009,goodby silverstein,_imageworks,['amazing']
112,4,239,Wed May 27 00:42:22 UTC 2009,wieden,dustinrowley,"['top', 'love']"
113,4,251,Wed May 27 23:49:47 UTC 2009,g2,xzela,[]
114,4,252,Wed May 27 23:49:59 UTC 2009,g2,mobiledreams,"['lucky', 'free']"
115,4,253,Wed May 27 23:50:46 UTC 2009,g2,crashfaster,['free']
116,4,254,Wed May 27 23:51:30 UTC 2009,g2,dragonal,[]
117,2,255,Wed May 27 23:56:56 UTC 2009,googleio,mastooo,[]
118,4,256,Wed May 27 23:59:18 UTC 2009,googleio,maex242,['happy']
119,4,317,Sat May 30 17:46:39 UTC 2009,lakers,specs20,['great']
120,2,328,Sun May 31 06:51:14 UTC 2009,viral marketing,BrandKarma,['great']
121,4,329,Sun May 31 06:51:30 UTC 2009,viral marketing,mattcad,"['fake', 'best']"
122,2,330,Sun May 31 06:51:34 UTC 2009,viral marketing,grahamgrimshaw,[]
123,0,331,Sun May 31 06:51:44 UTC 2009,viral marketing,nicoleisms,['fail']
124,4,388,Tue Jun 02 02:54:09 UTC 2009,"""night at the museum""",Cristinellaa,[]
125,4,389,Tue Jun 02 02:54:12 UTC 2009,"""night at the museum""",MzJill,['loved']
126,2,390,Tue Jun 02 02:54:22 UTC 2009,"""night at the museum""",Lynn_Sky,[]
127,4,391,Tue Jun 02 02:54:40 UTC 2009,"""night at the museum""",bobster56,['good']
128,2,392,Tue Jun 02 02:54:44 UTC 2009,"""night at the museum""",jordanforeman,[]
129,2,393,Tue Jun 02 02:54:51 UTC 2009,"""night at the museum""",britree,[]
130,4,394,Tue Jun 02 02:55:16 UTC 2009,"""night at the museum""",jellz,['good']
131,4,395,Tue Jun 02 02:55:25 UTC 2009,"""night at the museum""",droherty,['good']
132,4,396,Tue Jun 02 02:55:39 UTC 2009,"""night at the museum""",sarahbrooke,"['junk', 'perfect']"
133,4,397,Tue Jun 02 02:55:49 UTC 2009,"""night at the museum""",jeremyempire,"['pretty', 'crazy', 'awesome', 'well', 'worth']"
134,2,398,Tue Jun 02 02:56:01 UTC 2009,"""night at the museum""",MirandaClues,[]
135,2,399,Tue Jun 02 02:56:25 UTC 2009,"""night at the museum""",RGuad08,[]
136,0,400,Tue Jun 02 02:56:38 UTC 2009,"""night at the museum""",xshallsx,"['well', 'better', 'enjoy']"
137,2,401,Tue Jun 02 03:00:25 UTC 2009,gm,EconomyUpdates,[]
138,0,402,Tue Jun 02 03:01:10 UTC 2009,gm,mshbrown,"['unfortunate', 'led', 'inevitable']"
139,0,403,Tue Jun 02 03:02:17 UTC 2009,gm,misschris62,"['support', 'unemployed']"
140,0,404,Tue Jun 02 03:05:13 UTC 2009,gm,artbynemo,"['dies', 'worth']"
141,0,405,Tue Jun 02 03:14:36 UTC 2009,time warner,windhamgirl,[]
142,0,406,Tue Jun 02 03:15:11 UTC 2009,time warner,mmmPi,"['reasonable', 'free', 'fast', 'slow']"
143,0,407,Tue Jun 02 03:15:23 UTC 2009,time warner,NDEddieMac,"['died', 'hate']"
144,0,408,Tue Jun 02 03:15:54 UTC 2009,time warner,yourboysdot,"['suck', 'damn', 'bullshit']"
145,0,409,Tue Jun 02 03:16:16 UTC 2009,time warner,Shazzainla,['worse']
146,0,410,Tue Jun 02 03:16:27 UTC 2009,time warner,dstalk,"['devil', 'worst']"
147,0,411,Tue Jun 02 03:16:37 UTC 2009,time warner,ernestalfonso,"['fuck', 'damn']"
148,0,412,Tue Jun 02 03:16:49 UTC 2009,time warner,kaaatiee,"['worst', 'work']"
149,0,413,Tue Jun 02 03:17:04 UTC 2009,time warner,JasonNegron,"['hate', 'like', 'free']"
150,0,414,Tue Jun 02 03:17:26 UTC 2009,time warner,elphabablue,"['stupid', 'pretty', 'good']"
151,0,415,Tue Jun 02 03:17:55 UTC 2009,time warner,gabe_rp,['crap']
152,0,416,Tue Jun 02 03:18:50 UTC 2009,time warner,JoeyCircles,"['explode', 'sucks']"
153,2,417,Tue Jun 02 03:22:07 UTC 2009,time warner,ScooPost,[]
154,0,418,Tue Jun 02 03:23:50 UTC 2009,time warner,adamjleach,[]
155,2,419,Tue Jun 02 03:24:43 UTC 2009,china,HYPHYROCKSTAR,[]
156,2,420,Tue Jun 02 03:24:47 UTC 2009,china,BreakingBizNews,[]
157,2,421,Tue Jun 02 03:24:57 UTC 2009,china,myfoxdc,[]
158,2,422,Tue Jun 02 03:25:01 UTC 2009,china,drlombardo,[]
159,2,423,Tue Jun 02 03:27:27 UTC 2009,gm,sinostream,[]
160,2,424,Tue Jun 02 03:27:48 UTC 2009,gm,hammerauto,[]
161,0,425,Tue Jun 02 03:29:23 UTC 2009,surgery,scoralli,[]
162,4,426,Tue Jun 02 03:29:53 UTC 2009,dentist,sardonnica,"['hurts', 'hate']"
163,2,427,Tue Jun 02 03:32:14 UTC 2009,dentist,BChasnov,"['well', 'like', 'nice']"
164,0,428,Tue Jun 02 03:32:33 UTC 2009,dentist,LILJIZZEL,"['lied', 'pain', 'shit', 'hurt']"
165,0,429,Tue Jun 02 03:32:45 UTC 2009,dentist,giz2000,"['great', 'expensive']"
166,2,430,Tue Jun 02 03:33:30 UTC 2009,dentist,cmonaussiecmon,[]
167,4,431,Tue Jun 02 03:33:53 UTC 2009,dentist,sorayabouby,[]
168,0,432,Tue Jun 02 03:34:27 UTC 2009,dentist,jeffreymodest,"['wrong', 'wrong']"
169,0,433,Tue Jun 02 03:34:39 UTC 2009,dentist,yowneh,[]
170,0,434,Tue Jun 02 03:34:58 UTC 2009,dentist,CWilliams_Rltr,"['hate', 'good', 'good']"
171,2,435,Tue Jun 02 04:29:16 UTC 2009,baseball,SimpleManJess,['super']
172,2,436,Tue Jun 02 04:29:26 UTC 2009,baseball,H3LLGWAR,[]
173,2,437,Tue Jun 02 04:29:30 UTC 2009,baseball,LouisvilleGrads,['super']
174,2,438,Tue Jun 02 04:39:24 UTC 2009,sony,SwainFamily,[]
175,2,439,Tue Jun 02 04:39:49 UTC 2009,safeway,neeeelia,[]
176,0,440,Tue Jun 02 04:39:59 UTC 2009,safeway,ryanlipert,[]
177,2,441,Tue Jun 02 04:41:03 UTC 2009,safeway,evan,[]
178,2,442,Tue Jun 02 04:41:07 UTC 2009,safeway,ronjon,[]
179,4,443,Tue Jun 02 04:41:19 UTC 2009,safeway,missleigh,[]
180,2,444,Tue Jun 02 04:41:36 UTC 2009,safeway,SharkKMV,[]
181,2,445,Tue Jun 02 04:41:48 UTC 2009,safeway,bosZmom,[]
182,2,446,Tue Jun 02 04:41:58 UTC 2009,safeway,penlynwilson,[]
183,2,447,Tue Jun 02 04:42:28 UTC 2009,safeway,mobileadgirl,[]
184,0,448,Tue Jun 02 04:42:34 UTC 2009,safeway,phantomzangel,"['smells', 'like']"
185,0,449,Tue Jun 02 04:42:46 UTC 2009,safeway,BreezB,"['like', 'dead']"
186,2,451,Tue Jun 02 06:53:03 UTC 2009,eating,nonstopdiets,[]
187,2,452,Tue Jun 02 06:53:11 UTC 2009,eating,janelleshanks,[]
188,2,456,Tue Jun 02 06:53:27 UTC 2009,eating,hanaho,[]
189,2,457,Tue Jun 02 06:53:37 UTC 2009,eating,Fiel,[]
190,2,458,Tue Jun 02 06:54:16 UTC 2009,eating,aaindefenzo,[]
191,4,531,Thu Jun 04 16:49:55 UTC 2009,nike,CrownRoyal8,['love']
192,0,532,Thu Jun 04 16:52:36 UTC 2009,nike,MrGQ,[]
193,2,533,Thu Jun 04 16:53:09 UTC 2009,nike,ngngfrancis,[]
194,4,534,Thu Jun 04 16:54:23 UTC 2009,nike,mikelongden,[]
195,2,556,Sun Jun 07 01:12:50 UTC 2009,jquery,imgsearch,[]
196,4,557,Sun Jun 07 01:13:52 UTC 2009,jquery,teagone,"['collapse', 'yay']"
197,2,558,Sun Jun 07 01:14:08 UTC 2009,jquery,marcroberts,[]
198,2,559,Sun Jun 07 01:14:15 UTC 2009,jquery,jacobrothstein,[]
199,2,560,Sun Jun 07 01:14:19 UTC 2009,jquery,bedroomation,['hack']
200,2,561,Sun Jun 07 01:14:42 UTC 2009,jquery,vmkobs,['cheat']
201,2,562,Sun Jun 07 01:15:04 UTC 2009,jquery,NewTechBooks,[]
202,4,563,Sun Jun 07 03:27:57 UTC 2009,warren buffet,adthomas3,"['right', 'well']"
203,4,564,Sun Jun 07 03:28:08 UTC 2009,warren buffet,Alfred04654,['great']
204,2,565,Sun Jun 07 03:28:50 UTC 2009,warren buffet,LovelyMiska,[]
205,4,566,Sun Jun 07 03:29:15 UTC 2009,warren buffet,adamgilmer,"['lead', 'fortune']"
206,4,567,Sun Jun 07 17:42:47 UTC 2009,notre dame school,PatfaceCatface,['sweet']
207,2,568,Sun Jun 07 17:42:56 UTC 2009,notre dame school,MY_NBA_PLAYOFFS,"['classic', 'top', 'talent']"
208,4,569,Sun Jun 07 21:38:16 UTC 2009,kindle2,rachaelbender,"['support', 'great']"
209,2,570,Sun Jun 07 21:38:42 UTC 2009,kindle2,aqrinc,"['available', 'top', 'free']"
210,0,571,Sun Jun 07 21:47:01 UTC 2009,time warner,davepurcell,"['support', 'hate', 'ready']"
211,0,572,Sun Jun 07 21:47:20 UTC 2009,time warner,MarleyLuv26,['ugh']
212,0,573,Sun Jun 07 21:47:33 UTC 2009,time warner,acomicbookgirl,['nice']
213,0,574,Sun Jun 07 21:47:42 UTC 2009,time warner,MichelleEReagan,[]
214,0,575,Sun Jun 07 21:47:50 UTC 2009,time warner,jpaje11,['ugh']
215,0,576,Sun Jun 07 21:47:56 UTC 2009,time warner,JessSlevin,"['impatiently', 'pretty']"
216,2,577,Mon Jun 08 00:01:29 UTC 2009,federer,jworthington,[]
217,0,578,Mon Jun 08 01:58:49 UTC 2009,"""naive bayes""",R0B3rt2,"['naive', 'frustrating']"
218,4,585,Mon Jun 08 06:28:01 UTC 2009,stanford,TammyT,[]
219,2,586,Mon Jun 08 06:28:05 UTC 2009,stanford,elliottng,['death']
220,2,587,Mon Jun 08 06:28:23 UTC 2009,stanford,Shibuki_kun,['successful']
221,0,588,Mon Jun 08 06:55:01 UTC 2009,car warranty call,painhatelove,['harassed']
222,0,589,Mon Jun 08 06:55:36 UTC 2009,car warranty call,russdavisdotcom,[]
223,0,594,Mon Jun 08 19:59:16 UTC 2009,at&t,jamesmakeseyes,['fail']
224,0,595,Mon Jun 08 19:59:23 UTC 2009,at&t,mikeyil,['work']
225,0,596,Mon Jun 08 19:59:26 UTC 2009,at&t,nakiasmile,['suck']
226,0,597,Mon Jun 08 20:00:52 UTC 2009,at&t,wiiskey,[]
227,0,598,Mon Jun 08 20:01:11 UTC 2009,at&t,brkd,[]
228,0,599,Mon Jun 08 20:02:01 UTC 2009,at&t,jesusmbaez,['fast']
229,0,600,Mon Jun 08 20:06:29 UTC 2009,at&t,ClaystationX,['fucking']
230,0,601,Mon Jun 08 20:06:57 UTC 2009,at&t,matthewphewes,"['supporting', 'crap', 'fail', 'sucks']"
231,0,602,Mon Jun 08 20:08:26 UTC 2009,at&t,chelseabot,"['yay', 'glad', 'damn']"
232,2,603,Mon Jun 08 20:46:01 UTC 2009,wave sandbox,girgely,[]
233,0,613,Tue Jun 09 01:02:11 UTC 2009,bing,StrategisAdv,['cheap']
234,0,614,Tue Jun 09 03:58:40 UTC 2009,summize,fabulousaura,[]
235,2,626,Wed Jun 10 05:24:16 UTC 2009,google,drylight,[]
236,4,627,Wed Jun 10 05:24:26 UTC 2009,google,ManiKarthik,"['love', 'good']"
237,4,1002,Mon May 11 03:17:54 UTC 2009,kindle2,jhall515,[]
238,4,1003,Mon May 11 03:18:59 UTC 2009,kindle2,HappyWino,['love']
239,4,1004,Mon May 11 03:21:50 UTC 2009,kindle2,Teaguem2005,"['loving', 'best']"
240,0,1005,Mon May 11 03:22:24 UTC 2009,aig,dailysourcedev,['scandal']
241,2,1006,Mon May 11 03:27:20 UTC 2009,twitter,gandhirama,[]
242,2,1007,Mon May 11 03:27:58 UTC 2009,twitter,delpop,['pros']
243,4,1008,Mon May 11 03:29:01 UTC 2009,obama,lingbellbell,"['good', 'funny']"
244,4,1009,Mon May 11 03:29:38 UTC 2009,obama,motsandco,"['funny', 'great']"
245,4,1010,Mon May 11 03:29:41 UTC 2009,obama,mickou,"['like', 'funny']"
246,4,1011,Mon May 11 03:32:35 UTC 2009,obama,meggentile,"['pretty', 'awesome']"
247,4,1012,Mon May 11 03:33:05 UTC 2009,obama,failness,"['fail', 'win']"
248,4,1013,Mon May 11 03:33:43 UTC 2009,obama,kledy,"['popular', 'leading']"
249,4,1014,Mon May 11 03:34:04 UTC 2009,obama,LaurelEdelstein,['love']
250,0,1015,Mon May 11 05:19:58 UTC 2009,lebron,chelseabigass,[]
251,4,1016,Mon May 11 05:20:22 UTC 2009,lebron,Smitty478,['best']
252,4,1017,Mon May 11 05:20:41 UTC 2009,lebron,PurpleGorillaZz,['best']
253,4,1018,Mon May 11 05:20:48 UTC 2009,lebron,MsStacha,"['cool', 'like', 'good']"
254,4,1019,Mon May 11 05:21:25 UTC 2009,lebron,undefeated310,"['damn', 'good']"
255,4,1020,Mon May 11 05:21:57 UTC 2009,lebron,BI_POLAROID,['shit']
256,4,1021,Mon May 11 05:22:06 UTC 2009,lebron,IAmNoeAngel,['ready']
257,4,1022,Mon May 11 05:22:26 UTC 2009,lebron,ksmedia,"['like', 'good', 'good']"
258,4,1023,Mon May 11 05:22:40 UTC 2009,lebron,PrEttIBoIGaRy,['good']
259,0,1024,Mon May 11 05:22:51 UTC 2009,lebron,kellan38,['best']
260,4,1025,Mon May 11 05:52:44 UTC 2009,world cup,jsincere150,"['damn', 'good']"
261,4,1026,Mon May 11 05:53:33 UTC 2009,world cup 2010,biren,['great']
262,2,1031,Mon May 11 19:49:06 UTC 2009,fred wilson,DoAndroidsDream,[]
263,0,2010,Thu May 14 02:58:11 UTC 2009,"""booz allen""",Moc5085,[]
264,4,2011,Thu May 14 03:41:01 UTC 2009,indian election,citizenofindia,['great']
265,4,2012,Thu May 14 05:23:32 UTC 2009,kindle2,Melonze,['love']
266,4,2013,Thu May 14 05:24:33 UTC 2009,kindle2,SPReviews,['awesome']
267,2,2014,Thu May 14 05:25:08 UTC 2009,40d,ha_nobita,[]
268,4,2015,Thu May 14 05:26:03 UTC 2009,40d,Jen2Squared,"['love', 'love', 'love', 'love']"
269,4,2018,Fri May 15 06:45:54 UTC 2009,india election,__new,['wonder']
270,4,2080,Sat May 16 16:18:47 UTC 2009,google,BillVick,['good']
271,0,2083,Sat May 16 22:42:21 UTC 2009,itchy,xmikeflhxcx,"['itchy', 'damn']"
272,0,2084,Sat May 16 22:42:40 UTC 2009,itchy,Timl9068,"['itchy', 'hate']"
273,4,2085,Sat May 16 23:48:10 UTC 2009,stanford,PassionModel,['top']
274,4,2086,Sat May 16 23:48:38 UTC 2009,stanford,TechUpdater,['popular']
275,4,2087,Sat May 16 23:58:44 UTC 2009,lyx,robotickilldozr,['cool']
276,4,2093,Sun May 17 15:04:50 UTC 2009,Danny Gokey,TheDALiSiA,"['dissapointed', 'hero']"
277,4,2094,Sun May 17 15:04:55 UTC 2009,Danny Gokey,fashion_retweet,"['idol', 'cute']"
278,4,2095,Sun May 17 15:05:07 UTC 2009,Danny Gokey,angelkim17,['love']
279,2,2096,Sun May 17 15:10:58 UTC 2009,gm,download11,['instantly']
280,0,2097,Sun May 17 17:27:54 UTC 2009,sleep,nichole17,"['tired', 'well']"
281,0,2098,Sun May 17 17:29:05 UTC 2009,san francisco,xstaylor,[]
282,0,2099,Sun May 17 17:29:41 UTC 2009,san francisco,miwahh,['hurts']
283,2,2100,Sun May 17 17:30:03 UTC 2009,san francisco,bKnapp,[]
284,2,2101,Sun May 17 17:30:25 UTC 2009,san francisco,rayceja,[]
285,4,2102,Sun May 17 17:30:48 UTC 2009,san francisco,deepikaC,"['best', 'wonderful']"
286,0,2103,Sun May 17 17:31:44 UTC 2009,aig,kaaslaw,[]
287,4,2104,Sun May 17 17:34:55 UTC 2009,star trek,Pgobb,['satisfying']
288,4,2105,Sun May 17 17:35:23 UTC 2009,star trek,qrboy85,[]
289,4,2106,Sun May 17 17:35:58 UTC 2009,star trek,adamrisser,['good']
290,4,2107,Mon May 18 01:13:21 UTC 2009,Malcolm Gladwell,GoodPhoenix,['loving']
291,4,2108,Mon May 18 01:13:42 UTC 2009,Malcolm Gladwell,silentcarto,"['recommend', 'well']"
292,0,2109,Mon May 18 01:14:02 UTC 2009,Malcolm Gladwell,kerrrrrr,"['genius', 'fucking', 'idiot']"
293,0,2110,Mon May 18 01:14:35 UTC 2009,Malcolm Gladwell,bling_crosby,"['annoying', 'cunt', 'shit']"
294,4,2111,Mon May 18 01:15:31 UTC 2009,Malcolm Gladwell,ripplemdk,['great']
295,4,2112,Mon May 18 01:16:10 UTC 2009,Malcolm Gladwell,drewlew34,[]
296,0,2113,Mon May 18 01:21:12 UTC 2009,comcast,MrsGinobili,"['hate', 'right']"
297,0,2114,Mon May 18 01:22:40 UTC 2009,comcast,stormygirl223,['sucks']
298,0,2115,Mon May 18 01:23:00 UTC 2009,comcast,theZoctor,['best']
299,0,2116,Mon May 18 01:23:30 UTC 2009,comcast,motkeps,['fail']
300,2,2117,Mon May 18 03:10:34 UTC 2009,"""twitter api""",YouAnswer,[]
301,0,2118,Mon May 18 03:10:52 UTC 2009,"""twitter api""",marekdsi,"['curses', 'limit']"
302,0,2119,Mon May 18 03:11:27 UTC 2009,"""twitter api""",mikecane,"['lack', 'limitations']"
303,2,2120,Mon May 18 03:11:50 UTC 2009,"""twitter api""",trivektor,[]
304,0,2121,Mon May 18 03:12:09 UTC 2009,"""twitter api""",rdoc420,['crazy']
